HIOS_ISSUER_ID,ISSR_LGL_NAME,MarketingName,State,IndividualMarket,SmallGroupMarket,UnknownMarket,LargeMarket,FEDERAL_EIN,Active,DateCreated,LastModifiedDate,DatabaseCompanyID,ORG_ADR1,ORG_ADR2,ORG_CITY,ORG_STATE,ORG_ZIP,ORG_ZIP4
12703,HealthNet of New Jersey Inc.,,NJ,NO,NO,YES,NO,223241303,YES,5/2/12,,496,170 Wood Avenue,Floor 3,Iselin,NJ,8830,    
26621,"Oxford Health Plans (CT), Inc",,CT,NO,NO,YES,NO,61181201,NO,5/2/12,,291,48 Monroe Turnpike,,Monroe,CT,6611,    
77652,"Oxford Health Plans (NJ), Inc",,NJ,NO,NO,YES,NO,222745725,NO,5/2/12,,292,170 Wood Avenue,Floor 3,Iselin,NJ,8830,    
39670,Aetna Health Inc. (a PA corp.),Aetna,CO,YES,YES,NO,NO,232169745,YES,5/2/12,8/27/13,9,Aetna Health Inc. (a PA corp.),980 Jolly Road,Blue Bell,PA,19422,
58275,Aetna Life Insurance Company,Aetna,HI,YES,NO,NO,NO,66033492,YES,5/2/12,8/27/13,11,Aetna Life Insurance Company,151 Farmington Avenue,Hartford,CT,6156,
67450,Aetna Life Insurance Company,Aetna,MN,YES,NO,NO,NO,66033492,YES,5/2/12,8/27/13,11,Aetna Life Insurance Company,151 Farmington Avenue,Hartford,CT,6156,
74221,Aetna Life Insurance Company,Aetna,RI,YES,NO,NO,NO,66033492,YES,5/2/12,8/27/13,11,Aetna Life Insurance Company,151 Farmington Avenue,Hartford,CT,6156,
86487,Aetna Life Insurance Company,Aetna,VT,YES,NO,NO,NO,66033492,YES,5/2/12,8/27/13,11,Aetna Life Insurance Company,151 Farmington Avenue,Hartford,CT,6156,
38752,Aetna Life Insurance Company,Aetna,WI,YES,YES,NO,NO,66033492,YES,5/26/10,8/27/13,11,Aetna Life Insurance Company,151 Farmington Avenue,Hartford,CT,6156,
60079,Coventry Health and Life,,AR,YES,YES,NO,NO,751296086,YES,5/26/10,10/11/13,122,9401 Indian Creek Parkway,,Overland Park,KS,66210,
89479,New York Life Insurance Co.,,GU,YES,NO,NO,NO,135582869,YES,5/2/12,1/28/13,281,1 Rockwood Rd.,,Sleepy Hollow,NY,10591,
43283,FirstCarolinaCare Insurance Company,,NC,NO,YES,NO,NO,331160597,YES,5/2/12,7/12/13,461,42 Memorial Drive,,Pinehurst,NC,28374,
70754,"UnitedHealthcare Benefits of Texas, Inc.",,TX,YES,NO,NO,NO,330115163,YES,5/2/12,,495,"5800 Granite Parkway, Suite 900",,Plano,TX,75024,6619
59157,"UnitedHealthcare of the Mid-Atlantic, Inc.",,DC,NO,NO,YES,NO,521130183,NO,5/2/12,,408,800 King Farm Boulevard,,Rockville,MD,20850,    
79691,"UnitedHealthcare of the Mid-Atlantic, Inc.",,MD,NO,NO,YES,NO,521130183,NO,5/2/12,,408,800 King Farm Boulevard,,Rockville,MD,20850,    
14905,"UnitedHealthcare of the Mid-Atlantic, Inc.",,VA,YES,NO,NO,NO,521130183,NO,5/2/12,,408,800 King Farm Boulevard,,Rockville,MD,20850,    
63371,ISLAND HOME INSURANCE COMPANY,,GU,YES,YES,NO,NO,980065418,YES,5/3/12,,494,"GCIC Bldg., STE. 900",414 West Soledad Avenue,Hagatna,GU,96910,    
61647,ISLAND HOME INSURANCE COMPANY,,MP,YES,YES,NO,NO,980065418,YES,5/3/12,,494,"GCIC Bldg., STE. 900",414 West Soledad Avenue,Hagatna,GU,96910,    
28324,NHP of Indiana LLC,Welborn Health Plans,IN,NO,NO,YES,NO,30572979,NO,5/3/12,,425,101 S.E. Third Street,,Evansville,IN,47708,    
42152,NHP of Indiana LLC,Welborn Health Plans,KY,NO,NO,YES,NO,30572979,NO,5/3/12,,425,101 S.E. Third Street,,Evansville,IN,47708,    
23966,WEA Insurance Company,,WI,NO,NO,NO,NO,391519322,YES,5/3/12,,490,45 Nob Hill Road,P.O. Box 7338,Madison,WI,53711,7338
15978,Celtic Insurance Company,,HI,YES,NO,NO,NO,60641618,YES,5/3/12,,93,233 S. Wacker Drive,Suite 700,Chicago,IL,60606,6393
14136,Celtic Insurance Company,,ID,YES,NO,NO,NO,60641618,YES,5/3/12,,93,233 S. Wacker Drive,Suite 700,Chicago,IL,60606,6393
92164,Celtic Insurance Company,,KY,YES,NO,NO,NO,60641618,YES,5/3/12,,93,233 S. Wacker Drive,Suite 700,Chicago,IL,60606,6393
74932,Celtic Insurance Company,,MA,YES,NO,NO,NO,60641618,YES,5/3/12,,93,233 S. Wacker Drive,Suite 700,Chicago,IL,60606,6393
86305,Celtic Insurance Company,,ME,YES,NO,NO,NO,60641618,YES,5/3/12,,93,233 S. Wacker Drive,Suite 700,Chicago,IL,60606,6393
23522,Celtic Insurance Company,,NY,YES,NO,NO,NO,60641618,YES,5/3/12,,93,233 S. Wacker Drive,Suite 700,Chicago,IL,60606,6393
62924,Celtic Insurance Company,,OR,YES,NO,NO,NO,60641618,YES,5/3/12,,93,233 S. Wacker Drive,Suite 700,Chicago,IL,60606,6393
57916,Celtic Insurance Company,,UT,YES,NO,NO,NO,60641618,YES,5/3/12,,93,233 S. Wacker Drive,Suite 700,Chicago,IL,60606,6393
12666,Celtic Insurance Company,,VT,YES,NO,NO,NO,60641618,YES,5/3/12,,93,233 S. Wacker Drive,Suite 700,Chicago,IL,60606,6393
99494,Celtic Insurance Company,,WA,YES,NO,NO,NO,60641618,YES,5/3/12,,93,233 S. Wacker Drive,Suite 700,Chicago,IL,60606,6393
78053,"ACN Group of California, Inc.",,CA,NO,YES,NO,NO,411591944,YES,5/3/12,,498,"3111 Camino Del Rio North, Suite 1000",,San Diego,CA,92108,    
62904,"Rocky Mountain Health Maintenance Organization, Inc.",Rocky Mountain Health Plans (RMHP),CO,NO,NO,YES,NO,840614905,NO,5/3/12,,332,2775 Crossroads Blvd,,Grand Junction,CO,81506,8712
61484,Rocky Mountain HealthCare Options Inc.,HealthCare Options Inc.,CO,NO,NO,YES,NO,841224718,NO,5/3/12,,331,2775 Crossroads Blvd,,Grand Junction,CO,81506,8712
17764,American Medical Security Life Insurance Company,,AL,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
90447,American Medical Security Life Insurance Company,,AZ,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
20614,American Medical Security Life Insurance Company,,AR,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
12799,American Medical Security Life Insurance Company,,CA,NO,NO,YES,NO,860207231,YES,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
28552,American Medical Security Life Insurance Company,,CO,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
61983,American Medical Security Life Insurance Company,,DE,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
57178,American Medical Security Life Insurance Company,,DC,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
84214,American Medical Security Life Insurance Company,,FL,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
42738,American Medical Security Life Insurance Company,,GA,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
34615,American Medical Security Life Insurance Company,,ID,NO,NO,YES,NO,860207231,YES,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
51919,American Medical Security Life Insurance Company,,IL,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
86804,American Medical Security Life Insurance Company,,IN,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
84755,American Medical Security Life Insurance Company,,IA,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
42460,American Medical Security Life Insurance Company,,KS,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
16594,American Medical Security Life Insurance Company,,KY,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
36639,American Medical Security Life Insurance Company,,LA,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
35163,American Medical Security Life Insurance Company,,MD,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
91486,American Medical Security Life Insurance Company,,MI,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
61109,American Medical Security Life Insurance Company,,MS,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
87576,American Medical Security Life Insurance Company,,MO,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
87061,American Medical Security Life Insurance Company,,MT,NO,NO,YES,NO,860207231,YES,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
28029,American Medical Security Life Insurance Company,,NE,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
81516,American Medical Security Life Insurance Company,,NV,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
27272,American Medical Security Life Insurance Company,,NM,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
33553,American Medical Security Life Insurance Company,,NC,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
91372,American Medical Security Life Insurance Company,,ND,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
99215,American Medical Security Life Insurance Company,,OH,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
41460,American Medical Security Life Insurance Company,,OK,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
97967,American Medical Security Life Insurance Company,,OR,NO,NO,YES,NO,860207231,YES,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
42378,American Medical Security Life Insurance Company,,PA,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
51787,American Medical Security Life Insurance Company,,SC,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
55745,American Medical Security Life Insurance Company,,SD,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
20978,American Medical Security Life Insurance Company,,TN,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
47354,American Medical Security Life Insurance Company,,TX,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
33730,American Medical Security Life Insurance Company,,UT,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
66663,United Healthcare Life Insurance Company,,VA,YES,NO,NO,NO,860207231,YES,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
41702,American Medical Security Life Insurance Company,,WA,NO,NO,YES,NO,860207231,YES,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
50495,American Medical Security Life Insurance Company,,WV,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
46680,American Medical Security Life Insurance Company,,WI,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
99863,American Medical Security Life Insurance Company,,WY,NO,NO,YES,NO,860207231,NO,5/4/12,,20,3100 AMS Boulevard,,Green Bay,WI,54313,    
69272,American Specialty Health Insurance Company,ASH Insurance,CA,NO,NO,NO,NO,362805852,YES,5/4/12,,502,70 West Madison,Suite 3800,Chicago,IL,60602,    
16433,American Specialty Health Insurance Company,ASH Insurance,CO,NO,NO,NO,NO,362805852,YES,5/4/12,,502,70 West Madison,Suite 3800,Chicago,IL,60602,    
28254,American Specialty Health Insurance Company,ASH Insurance,HI,NO,YES,NO,NO,362805852,YES,5/4/12,,502,70 West Madison,Suite 3800,Chicago,IL,60602,    
90741,American Specialty Health Insurance Company,ASH Insurance,IL,NO,NO,NO,NO,362805852,YES,5/4/12,,502,70 West Madison,Suite 3800,Chicago,IL,60602,    
55850,American Specialty Health Insurance Company,ASH Insurance,PA,NO,NO,NO,NO,362805852,YES,5/4/12,,502,70 West Madison,Suite 3800,Chicago,IL,60602,    
69893,American Specialty Health Insurance Company,ASH Insurance,TX,NO,NO,NO,NO,362805852,YES,5/4/12,,502,70 West Madison,Suite 3800,Chicago,IL,60602,    
56627,"American Specialty Health Plans of California, Inc.",ASH Plans,CA,NO,YES,NO,NO,931110443,YES,5/4/12,,503,10221 Wateridge Circle,,San Diego,CA,92121,    
30257,"UNICARE Health Plans of Texas, Inc.",,TX,NO,NO,YES,NO,742151310,YES,5/7/12,,500,Two Greenway Plaza,Suite 500,Houston,TX,77046,    
74215,All Savers Insurance Company,,AK,NO,NO,YES,NO,351665915,YES,5/7/12,,12,7440 Woodland Drive,,Indianapolis,IN,46278,    
31860,All Savers Insurance Company,,AR,YES,NO,NO,NO,351665915,YES,5/26/10,,12,,,,AR,     ,
92137,All Savers Insurance Company,,CO,YES,YES,NO,NO,351665915,YES,5/26/10,9/27/13,12,7440 Woodland Drive,,Indianapolis,IN,46278,
92137,All Savers Insurance Company,,CO,YES,YES,NO,NO,351665915,YES,5/26/10,9/27/13,12,P.O. Box 713819,,Cincinnati,OH,45271,
36843,All Savers Insurance Company,,DE,YES,NO,NO,NO,351665915,YES,5/26/10,,12,,,,DE,     ,
70762,All Savers Insurance Company,,DC,NO,NO,YES,NO,351665915,YES,5/7/12,,12,7440 Woodland Drive,,Indianapolis,IN,46278,    
42204,All Savers Insurance Company,,FL,NO,YES,NO,NO,351665915,YES,5/26/10,9/27/13,12,7440 Woodland Drive,,Indianapolis,IN,46278,
64281,All Savers Insurance Company,,GA,YES,YES,NO,NO,351665915,YES,5/26/10,,12,,,,GA,     ,
45842,All Savers Insurance Company,,ID,NO,NO,YES,NO,351665915,YES,5/7/12,,12,7440 Woodland Drive,,Indianapolis,IN,46278,    
13809,All Savers Insurance Company,,IL,YES,NO,NO,NO,351665915,YES,5/26/10,,12,,,,IL,     ,
13809,All Savers Insurance Company,,IL,YES,NO,NO,NO,351665915,YES,5/26/10,,12,P.O. Box 713819,,Cincinnati,OH,45271,3082
66530,All Savers Insurance Company,,IA,YES,NO,NO,NO,351665915,YES,5/26/10,,12,,,,IA,     ,
39966,All Savers Insurance Company,,KS,YES,NO,NO,NO,351665915,YES,5/26/10,,12,,,,KS,     ,
36677,All Savers Insurance Company,,MD,YES,NO,NO,NO,351665915,YES,5/26/10,9/27/13,12,7440 Woodland Drive,,Indianapolis,IN,46278,
36677,All Savers Insurance Company,,MD,YES,NO,NO,NO,351665915,YES,5/26/10,9/27/13,12,P.O. Box 713819,,Cincinnati,OH,45271,
77474,All Savers Insurance Company,,MT,NO,NO,YES,NO,351665915,YES,5/7/12,,12,7440 Woodland Drive,,Indianapolis,IN,46278,    
63394,All Savers Insurance Company,,NE,YES,NO,NO,NO,351665915,YES,5/26/10,,12,,,,NE,     ,
53612,All Savers Insurance Company,,ND,NO,NO,YES,NO,351665915,YES,5/7/12,,12,7440 Woodland Drive,,Indianapolis,IN,46278,    
40110,All Savers Insurance Company,,OK,YES,NO,NO,NO,351665915,YES,5/26/10,,12,,,,OK,     ,
17039,All Savers Insurance Company,,OR,NO,NO,YES,NO,351665915,YES,5/7/12,,12,7440 Woodland Drive,,Indianapolis,IN,46278,    
72944,All Savers Insurance Company,,PA,YES,NO,NO,NO,351665915,YES,5/26/10,,12,,,,PA,     ,
83387,All Savers Insurance Company,,SC,YES,NO,NO,NO,351665915,YES,5/26/10,,12,,,,SC,     ,
10697,All Savers Insurance Company,,SD,YES,NO,NO,NO,351665915,YES,5/26/10,,12,,,,SD,     ,
28053,All Savers Insurance Company,,TN,YES,NO,NO,NO,351665915,YES,5/26/10,,12,,,,TN,     ,
85947,All Savers Insurance Company,UnitedHealthcare,TX,YES,YES,NO,NO,351665915,YES,5/26/10,,12,7440 Woodland Drive,,Indianapolis,IN,46278,1719
85947,All Savers Insurance Company,UnitedHealthcare,TX,YES,YES,NO,NO,351665915,YES,5/26/10,,12,P.O. Box 713819,,Cincinnati,OH,45271,3082
25872,All Savers Insurance Company,,WV,YES,NO,NO,NO,351665915,YES,5/26/10,,12,,,,WV,     ,
97266,All Savers Insurance Company,,WY,YES,NO,NO,NO,351665915,YES,5/26/10,,12,,,,WY,     ,
37236,The United States Life Ins. Co. in the City of New York,,AK,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
69644,The United States Life Ins. Co. in the City of New York,,AL,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
75393,The United States Life Ins. Co. in the City of New York,,AR,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
71464,The United States Life Ins. Co. in the City of New York,,AZ,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
77064,The United States Life Ins. Co. in the City of New York,,CA,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
96126,The United States Life Ins. Co. in the City of New York,,CO,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
24404,The United States Life Ins. Co. in the City of New York,,CT,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
88596,The United States Life Ins. Co. in the City of New York,,DC,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
13592,The United States Life Ins. Co. in the City of New York,,DE,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
12541,The United States Life Ins. Co. in the City of New York,,FL,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
45422,The United States Life Ins. Co. in the City of New York,,GA,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
64489,The United States Life Ins. Co. in the City of New York,,GU,NO,NO,YES,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
19706,The United States Life Ins. Co. in the City of New York,,HI,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
20498,The United States Life Ins. Co. in the City of New York,,IA,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
68903,The United States Life Ins. Co. in the City of New York,,ID,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
32169,The United States Life Ins. Co. in the City of New York,,IL,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
36107,The United States Life Ins. Co. in the City of New York,,IN,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
10236,The United States Life Ins. Co. in the City of New York,,KS,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
19306,The United States Life Ins. Co. in the City of New York,,KY,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
89920,The United States Life Ins. Co. in the City of New York,,LA,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
51259,The United States Life Ins. Co. in the City of New York,,MA,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
59639,The United States Life Ins. Co. in the City of New York,,MD,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
87756,The United States Life Ins. Co. in the City of New York,,ME,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
48183,The United States Life Ins. Co. in the City of New York,,MI,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
93583,The United States Life Ins. Co. in the City of New York,,MN,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
91946,The United States Life Ins. Co. in the City of New York,,MO,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
47843,The United States Life Ins. Co. in the City of New York,,MP,NO,NO,YES,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
23359,The United States Life Ins. Co. in the City of New York,,MS,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
61965,The United States Life Ins. Co. in the City of New York,,MT,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
50877,The United States Life Ins. Co. in the City of New York,,NC,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
21105,The United States Life Ins. Co. in the City of New York,,ND,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
61289,The United States Life Ins. Co. in the City of New York,,NE,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
54559,The United States Life Ins. Co. in the City of New York,,NH,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
58445,The United States Life Ins. Co. in the City of New York,,NJ,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
66916,The United States Life Ins. Co. in the City of New York,,NM,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
37948,The United States Life Ins. Co. in the City of New York,,NV,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
87414,The United States Life Ins. Co. in the City of New York,,NY,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
62597,The United States Life Ins. Co. in the City of New York,,OH,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
34804,The United States Life Ins. Co. in the City of New York,,OK,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
73078,The United States Life Ins. Co. in the City of New York,,OR,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
51575,The United States Life Ins. Co. in the City of New York,,PA,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
79097,The United States Life Ins. Co. in the City of New York,,PR,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
60647,The United States Life Ins. Co. in the City of New York,,RI,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
22442,The United States Life Ins. Co. in the City of New York,,SC,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
22198,The United States Life Ins. Co. in the City of New York,,SD,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
37444,The United States Life Ins. Co. in the City of New York,,TN,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
52218,The United States Life Ins. Co. in the City of New York,,TX,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
51125,The United States Life Ins. Co. in the City of New York,,UT,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
56645,The United States Life Ins. Co. in the City of New York,,VA,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
60892,The United States Life Ins. Co. in the City of New York,,VI,NO,NO,YES,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
58647,The United States Life Ins. Co. in the City of New York,,VT,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
94845,The United States Life Ins. Co. in the City of New York,,WA,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
95255,The United States Life Ins. Co. in the City of New York,,WI,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
45540,The United States Life Ins. Co. in the City of New York,,WV,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
74749,The United States Life Ins. Co. in the City of New York,,WY,YES,NO,NO,NO,135459480,YES,5/7/12,,444,"One World Financial Center, 200 Liberty Street",,New York,NY,10281,    
12900,National Foundation Life Insurance Company,,AL,NO,NO,YES,NO,731187572,NO,5/7/12,,274,801 Cherry Street,Unit 33,Fort Worth,TX,76102,    
94496,National Foundation Life Insurance Company,,AR,NO,NO,YES,NO,731187572,NO,5/7/12,,274,801 Cherry Street,Unit 33,Fort Worth,TX,76102,    
64526,National Foundation Life Insurance Company,,AZ,NO,NO,YES,NO,731187572,NO,5/7/12,,274,801 Cherry Street,Unit 33,Fort Worth,TX,76102,    
29072,National Foundation Life Insurance Company,,CA,NO,NO,YES,NO,731187572,NO,5/7/12,,274,801 Cherry Street,Unit 33,Fort Worth,TX,76102,    
15603,National Foundation Life Insurance Company,,CO,NO,NO,YES,NO,731187572,NO,5/7/12,,274,801 Cherry Street,Unit 33,Fort Worth,TX,76102,    
23822,National Foundation Life Insurance Company,,GA,NO,NO,YES,NO,731187572,NO,5/7/12,,274,801 Cherry Street,Unit 33,Fort Worth,TX,76102,    
71878,National Foundation Life Insurance Company,,IA,NO,NO,YES,NO,731187572,NO,5/7/12,,274,801 Cherry Street,Unit 33,Fort Worth,TX,76102,    
59911,National Foundation Life Insurance Company,,ID,NO,NO,YES,NO,731187572,NO,5/7/12,,274,801 Cherry Street,Unit 33,Fort Worth,TX,76102,    
